Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Alexander Frolov,Alexander Frolov,,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alexander Girda,Alexander Girda,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Alexander Karp,Alexander Karp,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Alexander Klyachin,Alexander Klyachin,,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Alexander Knaster,Alexander Knaster,,United States,X,X,NA,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,
Alexander Lebedev,Alexander Lebedev,,Russia,X,X,NA,X,X,X,NA,NA,NA,NA,NA,2007,5,2,1,1,
Alexander Lutsenko,Alexander Lutsenko,,Russia,NA,NA,NA,NA,NA,NA,X,NA,X,NA,NA,2013,2,2,1,1,
Alexander Machkevich,Alexander Machkevich,,Israel,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alexander Mamut,Alexander Mamut,382,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Alexander Nesis,Alexander Nesis,383,Russia,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Alexander Ponomarenko,Alexander Ponomarenko,384,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Alexander Putilov,Alexander Putilov,,Russia,NA,NA,NA,NA,X,NA,X,X,NA,NA,NA,2011,3,2,1,1,
Alexander Rovt,Alexander Rovt,,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Alexander Samwer,Alexander Samwer,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Alexander Shchukin,Alexander Shchukin,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Alexander Shnaider,Alexander Shnaider,,Canada,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
Alexander Skorobogatko,Alexander Skorobogatko,385,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Alexander Spanos & family,Alexander Spanos,324,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alexander Svetakov,Alexander Svetakov,386,Russia,NA,X,NA,NA,NA,X,X,X,X,X,X,2008,7,1,1,3,
Alexander Tedja,Alexander Tedja,,Indonesia,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,2013,2,1,1,3,
Alexander Vagin,Alexander Vagin,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Alexander Vik,Alexander Vik,,Norway,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Alexandra Andresen,Alexandra Andresen,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Alexandra Daitch,Alexandra Daitch,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Alexandra Schorghuber,Alexandra Schoerghuber,387,Germany,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Alexandre Grendene Bartelle,Alexandre Grendene Bartelle,388,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Alexandre Soares dos Santos & family,Alexandre Soares dos Santos,389,Portugal,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Alexei Ananyev,Alexei Ananyev,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Alexei Bogachev,Alexei Bogachev,,Russia,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,
Alexei Kuzmichev,Alexei Kuzmichev,390,Russia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Alexei Kuzmichov,Alexei Kuzmichov,,Russia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Alexei Mordashov,Alexei Mordashov,,Russia,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,
Alexei Semin,Alexei Semin,,Russia,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Alexey Mordashov,Alexey Mordashov,391,Russia,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Alfred Gantner,Alfred Gantner,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Alfred James Clark,Alfred James Clark,,United States,NA,NA,X,X,X,X,X,X,X,NA,NA,2009,7,1,0,0,
Alfred Mann,Alfred Mann,,United States,X,X,X,X,X,NA,NA,X,X,NA,NA,2007,7,2,1,2,
Alfred Oetker,Alfred Oetker,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Alfred Taubman,Alfred Taubman,,United States,X,X,X,NA,X,X,X,X,X,NA,NA,2007,8,2,1,1,
Alfred West Jr,Alfred West Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Alfredo Egydio Arruda Villela Filho,Alfredo Egydio Arruda Villela Filho,,Brazil,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Alfredo Harp Helu,Alfredo Harp Helu,,Mexico,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Ali Ibrahim Agaoglu,Ali Ibrahim Agaoglu,,Turkey,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Ali Metin Kazanci,Ali Metin Kazanci,,Turkey,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Alice Walton,Alice Walton,14,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alicia Koplowitz,Alicia Koplowitz,392,Spain,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alijan Ibragimov,Alijan Ibragimov,,Kazakhstan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Aliko Dangote,Aliko Dangote,393,Nigeria,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Alisher Usmanov,Alisher Usmanov,394,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Allan Goldman,Allan Goldman,238,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Allan Gray,Allan Gray,,South Africa,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Allan Slaight,Allan Slaight,,Canada,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Allan Wong,Allan Wong,,Hong Kong,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Aloke Lohia,Aloke Lohia,,India,NA,NA,NA,NA,X,X,X,X,X,NA,X,2011,6,1,1,1,
Aloys Wobben,Aloys Wobben,395,Germany,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Aloysio de Andrade Faria,Aloysio de Andrade Faria,396,Brazil,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Alvaro Saieh Bendeck,Alvaro Saieh Bendeck,397,Chile,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Amancio Ortega,Amancio Ortega,398,Spain,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Amar Bose,Amar Bose,,United States,X,X,NA,NA,X,NA,NA,NA,NA,NA,NA,2007,3,2,1,2,
Americo Amorim,Americo Amorim,399,Portugal,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Amit Burman,Amit Burman,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Amos Hostetter Jr,"Amos Hostetter, Jr.",222,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Amy Goldman Fowler,Amy Goldman Fowler,240,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Amy Wyss,Amy Wyss,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
An Kang,An Kang,,China,NA,NA,NA,X,X,NA,NA,X,X,X,X,2010,6,1,1,2,
Ana Lucia de Mattos Barretto Villela,Ana Lucia de Mattos Barretto Villela,,Brazil,NA,NA,NA,NA,X,X,X,X,X,NA,X,2011,6,1,1,1,
Ana Maria Brescia Cafferata,Ana Maria Brescia Cafferata,,Peru,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Ana Maria Marcondes Penido Sant'Anna,Ana Maria Marcondes Penido Sant'Anna,,Brazil,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,
Anacleto Angelini,Anacleto Angelini,,Chile,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Analjit Singh,Analjit Singh,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Anand Burman,Anand Burman,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Anand Jain,Anand Jain,,India,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,2008,2,2,1,1,
Anand Mahindra,Anand Mahindra,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Ananda Krishnan,Ananda Krishnan,400,Malaysia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Anas Sefrioui,Anas Sefrioui,,Morocco,NA,NA,NA,NA,NA,X,X,X,NA,NA,X,2012,4,1,1,2,
Anatoly Lomakin,Anatoly Lomakin,,Russia,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Anatoly Sedykh,Anatoly Sedykh,,Russia,X,X,NA,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,
Anatoly Skurov,Anatoly Skurov,,Russia,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Anders Holch Povlsen,Anders Holch Povlsen,401,Denmark,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Andre Esteves,Andre Esteves,,Brazil,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Andrea Della Valle,Andrea Della Valle,,Italy,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Andrea Reimann-Ciardelli,Andrea Reimann-Ciardelli,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Andreas Halvorsen,Andreas Halvorsen,402,Norway,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Andreas Pohl,Andreas Pohl,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Andreas Strungmann,Andreas Struengmann,403,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Andreas von Bechtolsheim,Andreas von Bechtolsheim,404,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Andrei Bokarev,Andrei Bokarev,,Czech Republic,NA,NA,NA,NA,NA,NA,X,X,NA,NA,X,2013,3,1,1,2,
Andrei Bokarev,Andrei Bokarev,,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,
Andrei Filatov,Andrei Filatov,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,
Andrei Guriev,Andrei Guriev,405,Russia,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Andrei Klyamko,Andrei Klyamko,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,
Andrei Komarov,Andrei Komarov,,Russia,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,2008,2,2,1,2,
Andrei Kosogov,Andrei Kosogov,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Andrei Kozitsyn,Andrei Kozitsyn,406,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Andrei Kuzyaev,Andrei Kuzyaev,,Russia,NA,NA,NA,NA,X,NA,NA,X,NA,NA,NA,2011,2,2,1,2,
Andrei Molchanov,Andrei Molchanov,,Russia,NA,X,NA,X,X,X,X,X,NA,NA,X,2008,7,2,2,2,
Andrei Rappoport,Andrei Rappoport,,Russia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Andrei Rogachev,Andrei Rogachev,,Russia,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,2008,2,2,1,2,
Andrei Skoch,Andrei Skoch,407,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Andrej Babis,Andrej Babis,408,Czech Republic,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Andres Santo Domingo,Andres Santo Domingo,129,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Andrew & Peggy Cherng,Andrew & Peggy Cherng,230,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Andrew Beal,Andrew Beal,47,United States,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Andrew Currie,Andrew Currie,409,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Andrew Forrest,Andrew Forrest,410,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Andrew Gotianun,Andrew Gotianun,,Philippines,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Andrew Tan,Andrew Tan,411,Philippines,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Andrey Melnichenko,Andrey Melnichenko,412,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Andrey Verevskiy,Andrey Verevskiy,,Ukraine,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Aneel Bhusri,Aneel Bhusri,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,
Angela Bennett,Angela Bennett,,Australia,NA,NA,NA,NA,NA,X,NA,X,NA,NA,X,2012,3,2,2,2,
Angela Leong,Angela Leong,413,Hong Kong,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Anil Agarwal,Anil Agarwal,414,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Anil Ambani,Anil Ambani,415,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Anita Zucker,Anita Zucker,259,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Ann Walton Kroenke,Ann Walton Kroenke,85,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Anna Maria Braun,Anna Maria Braun,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Anne Beaufour,Anne Beaufour,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Anne Cox Chambers,Anne Cox Chambers,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Anne Gittinger,Anne Gittinger,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Anne Windfohr Marion,Anne Windfohr Marion,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Anneliese Brost,Anneliese Brost,,Germany,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Anthony Bamford,Anthony Bamford,416,United Kingdom,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Anthony Bamford,Anthony Bamford,416,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,
Anthony Langley,Anthony Langley,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Anthony O'Reilly,Anthony O'Reilly,,Ireland,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Anthony Pratt,Anthony Pratt,417,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Anthony Pritzker,Anthony Pritzker,213,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
"Anton Kathrein, Jr.","Anton Kathrein, Jr.",,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,
Anton Schlecker,Anton Schlecker,,Germany,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Antonia Johnson,Antonia Johnson,418,Sweden,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Antonio Del Valle Ruiz & family,Antonio Del Valle Ruiz,419,Mexico,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Antonio Ermirio de Moraes,Antonio Ermirio de Moraes,,Brazil,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Antonio Jose Carneiro,Antonio Jose Carneiro,,Brazil,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,
Antonio Luiz Seabra,Antonio Luiz Seabra,,Brazil,X,X,X,X,X,X,X,X,X,NA,X,2007,10,1,1,1,
Antony Ressler,Antony Ressler,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Antti Aarnio-Wihuri,Antti Aarnio-Wihuri,,Finland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Antti Herlin,Antti Herlin,420,Finland,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Anu Aga,Anu Aga,,India,NA,X,NA,NA,X,NA,NA,NA,X,NA,NA,2008,3,3,2,3,
Anurag Dikshit,Anurag Dikshit,,India,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Ao Xiaoqiang,Ao Xiaoqiang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Aras Agalarov,Aras Agalarov,,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
"Archie Aldis ""Red"" Emmerson",Archie Aldis Emmerson,185,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Archie Hwang,Archie Hwang,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Aristotelis Mistakidis,Aristotelis Mistakidis,421,Greece,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,
Arkady Rotenberg,Arkady Rotenberg,422,Russia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Arkady Volozh,Arkady Volozh,,Russia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,X,2013,3,1,1,2,
Arne Wilhelmsen & family,Arne Wilhelmsen,423,Norway,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Arnold Clark,Arnold Clark,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Arnon Milchan,Arnon Milchan,424,Israel,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Arthur Blank,Arthur Blank,215,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Arthur Irving,Arthur Irving,425,Canada,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Arthur Rock,Arthur Rock,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Arthur Williams Jr,Arthur Williams Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Arturo Moreno,Arturo Moreno,354,United States,X,X,NA,X,X,NA,X,X,X,X,X,2007,9,2,2,1,
Arvind Tiku,Arvind Tiku,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Arzuhan Dogan Yalcindag,Arzuhan Dogan Yalcindag,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Ashwin Dani,Ashwin Dani,426,India,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Asim Kibar,Asim Kibar,,Turkey,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Asok Kumar Hiranandani,Asok Kumar Hiranandani,,Singapore,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Aubrey McClendon,Aubrey McClendon,,United States,X,X,NA,X,X,X,NA,NA,NA,NA,NA,2007,5,2,1,1,
August Oetker,August Oetker,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
August von Finck,August von Finck,427,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Augusto & Giorgio Perfetti,Augusto & Giorgio Perfetti,428,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
"Austen Cargill, II.","Austen Cargill, II.",164,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Austin Hearst,Austin Hearst,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,
Axel Oberwelland,Axel Oberwelland,429,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Axel Stawski,Axel Stawski,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Aydin Dogan,Aydin Dogan,,Turkey,X,X,NA,X,X,X,X,X,X,NA,NA,2007,8,2,1,1,
Ayman Asfari,Ayman Asfari,,United Kingdom,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Ayman Hariri,Ayman Hariri,,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,
Azad Moopen,Azad Moopen,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Azim Premji,Azim Premji,430,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Aziz Akhannouch,Aziz Akhannouch,,Morocco,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
B Thomas Golisano,B Thomas Golisano,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
B. Wayne Hughes,B. Wayne Hughes,266,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
"B. Wayne Hughes, Jr.","B. Wayne Hughes, Jr.",,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
B.R. Shetty,B.R. Shetty,431,India,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Baba Kalyani,Baba Kalyani,432,India,X,X,NA,X,X,NA,X,X,X,X,X,2007,9,2,2,1,
Bacaksiz Sezai,Bacaksiz Sezai,,Turkey,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Bachtiar Karim,Bachtiar Karim,,Indonesia,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,
Bahaa Hariri,Bahaa Hariri,433,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Bajaj brothers,Bajaj brothers,434,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Bakhytbek Baiseitov,Bakhytbek Baiseitov,,Kazakhstan,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,1,0,0,
Balkrishan Goenka,Balkrishan Goenka,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Bang Jun-Hyuk,Bang Jun-Hyuk,,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Bao Hongxing,Bao Hongxing,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Barbara Carlson Gage,Barbara Carlson Gage,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,
Barbara Carlson Gage,Barbara Carlson Gage,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Barbara Cox Anthony,Barbara Cox Anthony,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Barbara Hall Marshall,Barbara Hall Marshall,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Barbara Piasecka Johnson,Barbara Piasecka Johnson,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Barry Diller,Barry Diller,265,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Barry Lam,Barry Lam,435,Taiwan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Barry Rosenstein,Barry Rosenstein,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Bassam Alghanim,Bassam Alghanim,,Kuwait,X,X,X,NA,X,X,X,X,X,NA,X,2007,9,2,2,1,
Bautista Soler,Bautista Soler,,Spain,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Beate Heister & Karl Albrecht Jr.,Beate Heister & Karl Albrecht Jr.,436,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Beda Diethelm,Beda Diethelm,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,
Begumhan Dogan Faralyali,Begumhan Dogan Faralyali,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Belmiro de Azevedo,Belmiro de Azevedo,,Portugal,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Ben Silbermann,Ben Silbermann,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Benedicta Chamberlain,Benedicta Chamberlain,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Benjamin de Rothschild,Benjamin de Rothschild,,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Bennett Dorrance,Bennett Dorrance,221,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Benny Steinmetz,Benny Steinmetz,,Israel,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Benny Subianto,Benny Subianto,,Indonesia,NA,NA,NA,NA,X,NA,X,NA,X,NA,NA,2011,3,3,2,1,
Bent Jensen,Bent Jensen,,Denmark,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Benu Gopal Bangur,Benu Gopal Bangur,437,India,NA,NA,NA,X,NA,X,X,X,X,X,X,2010,7,1,1,1,
Beny Steinmetz,Beny Steinmetz,,Israel,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Bergit Douglas,Bergit Douglas,438,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
