Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Vadim Moshkovich,Vadim Moshkovich,981,Russia,NA,X,NA,NA,X,X,X,X,X,X,X,2008,8,1,1,2,Consumer
Vadim Novinsky,Vadim Novinsky,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Non-consumer industrial
Vadim Yakunin,Vadim Yakunin,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,2011,2,1,1,5,#N/A
Vagit Alekperov,Vagit Alekperov,982,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Valentin Bukhtoyarov,Valentin Bukhtoyarov,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Valentin Gapontsev,Valentin Gapontsev,,Russia,NA,NA,NA,NA,NA,X,X,NA,X,X,X,2012,5,1,1,1,#N/A
Valery Kogan,Valery Kogan,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Real Estate
Vanich Chaiyawan,Vanich Chaiyawan,983,Thailand,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Money Management
Vassily Anisimov,Vassily Anisimov,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,#N/A
Venugopal Dhoot,Venugopal Dhoot,,India,X,X,NA,NA,X,X,X,X,X,NA,NA,2007,7,2,1,2,Technology-Computer
Viatcheslav Kantor,Viatcheslav Kantor,984,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Vichai Srivaddhanaprabha,Vichai Srivaddhanaprabha,985,Thailand,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Victor Civita Neto,Victor Civita Neto,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Media
Victor Fung,Victor Fung,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Victor Gradin,Victor Gradin,,Brazil,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Constrution
Victor Pinchuk,Victor Pinchuk,,Ukraine,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Non-consumer industrial
Vijay Mallya,Vijay Mallya,,India,X,X,NA,X,X,X,NA,NA,NA,NA,NA,2007,5,2,1,1,#N/A
Vijay Shekhar Sharma,Vijay Shekhar Sharma,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Vikas Oberoi,Vikas Oberoi,,India,X,X,NA,X,X,X,X,NA,X,NA,X,2007,8,3,3,1,#N/A
Vikram Lal,Vikram Lal,986,India,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Viktor Kharitonin,Viktor Kharitonin,,Russia,NA,X,NA,NA,X,NA,X,NA,NA,X,X,2008,5,3,3,2,#N/A
Viktor Nusenkis,Viktor Nusenkis,,Russia,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,#N/A
Viktor Rashnikov,Viktor Rashnikov,987,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Non-consumer industrial
Viktor Vekselberg,Viktor Vekselberg,988,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Vincent Bollore,Vincent Bollore,989,France,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Diversified financial
Vincent Lo,Vincent Lo,990,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Vincent McMahon,Vincent McMahon,,United States,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,X,2014,2,1,1,2,0
Vincent Tan,Vincent Tan,,Malaysia,NA,NA,NA,X,X,X,X,X,X,NA,NA,2010,6,1,0,0,Diversified financial
Vincent Viola,Vincent Viola,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Vinod Goenka,Vinod Goenka,,India,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,#N/A
Vinod Gupta,Vinod Gupta,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Vinod Khosla,Vinod Khosla,,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Venture Capital
Vinod Tanti,Vinod Tanti,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Virendra Mhaiskar,Virendra Mhaiskar,,India,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,#N/A
Vitaliy Hayduk,Vitaliy Hayduk,,Ukraine,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Vitaly Malkin,Vitaly Malkin,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Vito Rodriguez Rodriguez,Vito Rodriguez Rodriguez,,Peru,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,Consumer
Vivek Chaand Sehgal,Vivek Chaand Sehgal,991,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Vivek Chand Burman,Vivek Chand Burman,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Vivien Chen,Vivien Chen,992,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Vladimir Bogdanov,Vladimir Bogdanov,,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Vladimir Gridin,Vladimir Gridin,,Russia,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,#N/A
Vladimir Gruzdev,Vladimir Gruzdev,,Russia,NA,NA,NA,NA,NA,X,X,X,X,NA,NA,2012,4,1,0,0,Diversified financial
Vladimir Iorich,Vladimir Iorich,,Russia,X,X,NA,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,Mining and metals
Vladimir Kim,Vladimir Kim,993,Kazakhstan,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Mining and metals
Vladimir Lisin,Vladimir Lisin,994,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Non-consumer industrial
Vladimir Melnichenko,Vladimir Melnichenko,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Vladimir Potanin,Vladimir Potanin,995,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Vladimir Scherbakov,Vladimir Scherbakov,,Russia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Consumer
Vladimir Yevtushenkov,Vladimir Yevtushenkov,996,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Vuslat Dogan Sabanci,Vuslat Dogan Sabanci,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Vyacheslav Kantor,Vyacheslav Kantor,,Russia,X,X,NA,X,X,X,X,X,X,NA,NA,2007,8,2,1,1,Consumer
W. Herbert Hunt,W. Herbert Hunt,363,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
Wallace McCain,Wallace McCain,,Canada,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,Consumer
Walter Droege,Walter Droege,997,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Walter Faria,Walter Faria,998,Brazil,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Walter Frey,Walter Frey,,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Walter Haefner,Walter Haefner,,Switzerland,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,Technology-Computer
Walter Kwok,Walter Kwok,999,Hong Kong,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Real Estate
Walter Scott,"Walter Scott, Jr.",183,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Walter Shorenstein,Walter Shorenstein,,United States,NA,X,X,X,NA,NA,NA,NA,NA,NA,NA,2008,3,1,0,0,#N/A
Walther Moreira Salles,Walther Moreira Salles Junior,1000,Brazil,NA,NA,NA,NA,X,X,NA,X,X,X,X,2011,6,1,1,1,Money Management
Wan Lianbu,Wan Lianbu,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Wang Changtian,Wang Changtian,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Wang Chaobin,Wang Chaobin,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wang Chuanfu,Wang Chuanfu,1001,China,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Consumer
Wang Haipeng,Wang Haipeng,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Wang Han,Wang Han,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wang Jianfeng,Wang Jianfeng,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Wang Jianlin,Wang Jianlin,1002,China,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
Wang Jianyi,Wang Jianyi,,China,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Wang Jing,Wang Jing,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Wang Jinshu,Wang Jinshu,,China,NA,NA,NA,NA,NA,NA,X,NA,X,X,X,2013,4,1,1,1,#N/A
Wang Jiufang,Wang Jiufang,,China,NA,NA,NA,X,NA,NA,NA,NA,NA,X,X,2010,3,1,1,5,#N/A
Wang Junhao,Wang Junhao,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Wang Junjin,Wang Junjin,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wang Junmin,Wang Junmin,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Medical
Wang Kunxiao,Wang Kunxiao,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Energy
Wang Laichun,Wang Laichun,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Wang Laisheng,Wang Laisheng,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Wang Liping,Wang Liping,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wang Miaotong,Wang Miaotong,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wang Muqing,Wang Muqing,,China,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,"Retail, Restaurant"
Wang Qinghui,Wang Qinghui,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Wang Qingtao,Wang Qingtao,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Wang Qunbin,Wang Qunbin,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
"Wang Wei, computer hardware","Wang Wei, computer hardware",,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
"Wang Wei, delivery",Wang Wei,1003,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Wang Wenjing,Wang Wenjing,,China,NA,NA,NA,X,X,NA,NA,X,X,X,X,2010,6,1,1,2,Technology-Computer
Wang Wenliang,Wang Wenliang,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Wang Wenxue,Wang Wenxue,1004,China,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Wang Wenyin,Wang Wenyin,1005,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Mining and metals
Wang Xicheng,Wang Xicheng,1006,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Wang Xing,Wang Xing,1007,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Wang Xingchun,Wang Xingchun,,Belgium,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Wang Yaohai,Wang Yaohai,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wang Yiting,Wang Yiting,,China,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Wang Yong,Wang Yong,,China,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,Consumer
Wang Yongping,Wang Yongping,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Wang Yue,Wang Yue,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Wang Yung-tsai,Wang Yung-tsai,,Taiwan,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Non-consumer industrial
Wang Yusuo & family,Wang Yusuo,1008,China,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Energy
Wang Zhenghua,Wang Zhenghua,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Wang Zhongjun,Wang Zhongjun,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Warren Buffett,Warren Buffett,3,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Warren Stephens,Warren Stephens,314,United States,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Money Management
Wee Cho Yaw,Wee Cho Yaw,1009,Singapore,X,X,X,X,X,X,X,X,NA,X,X,2007,10,1,1,1,Money Management
Wee Meng Koh,Wee Meng Koh,,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Wei Ing-Chou,Wei Ing-Chou,,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Wei Jianjun & family,Wei Jianjun,1010,China,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Consumer
Wei Qi,Wei Qi,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Wei Shaojun,Wei Shaojun,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Wei Wenyuan,Wei Wenyuan,,China,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Wei Yin-Chun,Wei Yin-Chun,,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Wei Yin-Heng,Wei Yin-Heng,,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Wei Ying-chiao,Wei Ying-chiao,,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Weili Dai,Weili Dai,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Wen Jianping,Wen Jianping,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Other
Wen Pengcheng,Wen Pengcheng,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wen Yibo,Wen Yibo,,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Non-consumer industrial
Werner Voigt,Werner Voigt,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Non-consumer industrial
Wesley Edens,Wesley Edens,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Whitney MacMillan,Whitney MacMillan,95,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Wichai Thongthan,Wichai Thongthan,,Thailand,NA,NA,NA,NA,NA,NA,X,NA,X,X,X,2013,4,1,1,1,#N/A
Wilbur Ross,Wilbur Ross,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
"Wilbur Ross, Jr.","Wilbur Ross, Jr.",307,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Diversified financial
Willi & Isolde Liebherr,Willi & Isolde Liebherr,1011,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
William Ackman,William Ackman,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Hedge funds
William Berkley,William Berkley,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
William Boyd,William Boyd,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
William Connor,William Connor,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
William Conway,"William Conway, Jr.",294,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Private equity/leveraged buyout
William Cook,William Cook,,United States,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,Technology-Medical
William Davidson,William Davidson,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,Non-consumer industrial
William Ding,William Ding,1012,China,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
William Erbey,William Erbey,,United States,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Money Management
William F. Austin,William F. Austin,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
William Fisher,William Fisher,,United States,X,X,NA,NA,NA,X,X,X,X,X,X,2007,8,1,1,3,Consumer
William Ford Sr.,William Ford Sr.,,United States,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,#N/A
William France Jr,William France Jr,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,Other
William Fung,William Fung,,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
William Heinecke,William Heinecke,,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
William Hilton,William Hilton,,United States,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,#N/A
William Kellogg,William Kellogg,,United States,X,X,NA,X,X,X,NA,NA,NA,NA,NA,2007,5,2,1,1,"Retail, Restaurant"
William Koch,William Koch,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
William Lauder,William Lauder,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
William Macaulay,William Macaulay,,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Energy
William MacMillan,William MacMillan,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
William Moncrief,William Moncrief,,United States,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,#N/A
William Morean,William Morean,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,Technology-Computer
William Pulte,William Pulte,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
William Randolph Hearst III,William Randolph Hearst III,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
William Stone,William Stone,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
William Wrigley Jr,"William Wrigley, Jr.",272,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
William Young,William Young,357,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Willibert Krueger,Willibert Krueger,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Willy Michel,Willy Michel,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wilma Tisch,Wilma Tisch,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Wim Van Der Leegte,Wim Van Der Leegte,,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Winnie Johnson-Marquart,Winnie Johnson-Marquart,180,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Wolfgang Herz,Wolfgang Herz,1013,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Wolfgang Leitner,Wolfgang Leitner,,Austria,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Other
Wolfgang Marguerre,Wolfgang Marguerre,1014,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Medical
Wolfgang Reimann,Wolfgang Reimann,1015,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Wong Kwong Yu,Wong Kwong Yu,,China,X,X,NA,NA,NA,X,X,X,X,X,X,2007,8,1,1,3,"Retail, Restaurant"
Wong Luen Hei,Wong Luen Hei,,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Non-consumer industrial
Wong Man Li,Wong Man Li,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Woods Staton,Woods Staton,,Colombia,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,#N/A
Wu Chung-Yi,Wu Chung-Yi,,Taiwan,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Non-consumer industrial
Wu Daohong,Wu Daohong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wu Gang,Wu Gang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Wu Guangming,Wu Guangming,,China,NA,NA,NA,NA,X,NA,NA,X,X,X,X,2011,5,1,1,2,Technology-Medical
Wu Jianlong,Wu Jianlong,,Hong Kong,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Wu Jianshu,Wu Jianshu,1016,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wu Lanlan,Wu Lanlan,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wu Xiong,Wu Xiong,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Consumer
Wu Xu,Wu Xu,,St. Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Wu Xushun,Wu Xushun,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Wu Yajun & family,Wu Yajun,1017,China,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
Wu Yiling,Wu Yiling,,China,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Technology-Medical
Wu Zhigang,Wu Zhigang,1018,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Xavier Niel,Xavier Niel,1019,France,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Technology-Computer
Xia Dinghu,Xia Dinghu,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xia Shudong,Xia Shudong,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Xian Yang,Xian Yang,,China,NA,X,NA,X,X,NA,NA,NA,NA,NA,NA,2008,3,2,1,1,#N/A
Xiang Wenbo,Xiang Wenbo,,China,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,#N/A
Xiao Chunhong,Xiao Chunhong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xiao Fen,Xiao Fen,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Xiao Wenge,Xiao Wenge,1020,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Xiao Yongming,Xiao Yongming,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xiaofeng Peng,Xiaofeng Peng,,China,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Xie Zhikun,Xie Zhikun,1021,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xiong Xuqiang,Xiong Xuqiang,,Hong Kong,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Xiu Laigui,Xiu Laigui,,China,NA,NA,NA,NA,X,X,NA,NA,X,X,X,2011,5,1,1,2,#N/A
Xiu Li Hawken,Xiu Li Hawken,,United Kingdom,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Real Estate
Xu Bo,Xu Bo,1022,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xu Chuanhua,Xu Chuanhua,1023,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Xu Jiayin,Xu Jiayin,,China,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Xu Jingren & family,Xu Jingren,1024,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Technology-Medical
Xu Qiming,Xu Qiming,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xu Shihui,Xu Shihui,1025,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Xu Xiong,Xu Xiong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Xu Ziquan,Xu Ziquan,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
